year,date_label,rank,team,points
2013,12 September,195,ERI,24.00
2013,12 September,196,SEY,23.00
2013,12 September,197,VGB,21.00
2013,12 September,197,PNG,21.00
2013,12 September,199,CAM,20.00
2013,12 September,200,AND,16.00
2013,12 September,201,SOM,14.00
2013,12 September,202,MAC,13.00
2013,12 September,203,DJI,11.00
2013,12 September,203,COK,11.00
2013,12 September,205,SSD,10.00
2013,12 September,206,AIA,2.00
2013,12 September,207,BHU,0.00
2013,12 September,207,SMR,0.00
2013,12 September,207,TCA,0.00
2013,08 August,1,ESP,1484.00
2013,08 August,2,GER,1257.00
2013,08 August,3,COL,1219.00
2013,08 August,4,ARG,1210.00
2013,08 August,5,NED,1165.00
2013,08 August,6,ITA,1142.00
2013,08 August,7,POR,1099.00
2013,08 August,8,CRO,1098.00
2013,08 August,9,BRA,1089.00
2013,08 August,10,BEL,1079.00
2013,08 August,11,GRE,1038.00
2013,08 August,12,URU,998.00
2013,08 August,13,BIH,995.00
2013,08 August,14,ENG,994.00
2013,08 August,15,SUI,987.00
2013,08 August,16,RUS,979.00
2013,08 August,17,ECU,972.00
2013,08 August,18,CIV,962.00
2013,08 August,19,USA,960.00
2013,08 August,20,MEX,879.00
2013,08 August,21,CHI,871.00
2013,08 August,22,PER,855.00
2013,08 August,23,FRA,838.00
2013,08 August,24,GHA,830.00
2013,08 August,25,NOR,801.00
2013,08 August,26,CZE,797.00
2013,08 August,27,DEN,788.00
2013,08 August,28,MNE,774.00
2013,08 August,28,UKR,774.00
2013,08 August,30,SWE,765.00
2013,08 August,31,HUN,749.00
2013,08 August,32,MLI,735.00
2013,08 August,33,ROU,732.00
2013,08 August,34,ALG,730.00
2013,08 August,35,NGA,700.00
2013,08 August,36,CPV,696.00
2013,08 August,37,JPN,695.00
2013,08 August,38,ALB,689.00
2013,08 August,39,VEN,688.00
2013,08 August,40,PAN,679.00
2013,08 August,41,SRB,661.00
2013,08 August,42,CRC,651.00
2013,08 August,43,HON,640.00
2013,08 August,44,IRL,639.00
2013,08 August,45,SVN,634.00
2013,08 August,46,WAL,630.00
2013,08 August,46,AUS,630.00
2013,08 August,48,BFA,618.00
2013,08 August,49,PAR,614.00
2013,08 August,50,SCO,610.00
2013,08 August,51,CMR,604.00
2013,08 August,52,IRN,601.00
2013,08 August,53,TUN,596.00
2013,08 August,53,BUL,596.00
2013,08 August,55,AUT,595.00
2013,08 August,56,KOR,594.00
2013,08 August,57,NZL,582.00
2013,08 August,58,TUR,573.00
2013,08 August,59,UZB,566.00
2013,08 August,60,ZAM,550.00
2013,08 August,61,EGY,544.00
2013,08 August,62,SVK,542.00
2013,08 August,63,ISR,540.00
2013,08 August,64,BOL,538.00
2013,08 August,65,FIN,537.00
2013,08 August,66,ARM,534.00
2013,08 August,67,RSA,530.00
2013,08 August,68,GUI,526.00
2013,08 August,69,LBY,518.00
2013,08 August,70,ISL,499.00
2013,08 August,71,JOR,495.00
2013,08 August,72,POL,493.00
2013,08 August,73,BLR,482.00
2013,08 August,74,HAI,476.00
2013,08 August,75,MAR,474.00
2013,08 August,76,JAM,469.00
2013,08 August,77,UGA,468.00
2013,08 August,78,TRI,452.00
2013,08 August,78,SEN,452.00
2013,08 August,80,SLE,443.00
2013,08 August,81,GAB,440.00
2013,08 August,82,TOG,436.00
2013,08 August,83,SLV,431.00
2013,08 August,84,UAE,429.00
2013,08 August,85,EST,423.00
2013,08 August,86,DOM,421.00
2013,08 August,87,COD,407.00
2013,08 August,88,CTA,398.00
2013,08 August,89,MKD,395.00
2013,08 August,90,CUB,389.00
2013,08 August,91,CAN,386.00
2013,08 August,92,CGO,385.00
2013,08 August,93,NCL,377.00
2013,08 August,93,GUA,377.00
2013,08 August,95,OMA,370.00
2013,08 August,95,CHN,370.00
2013,08 August,97,GEO,369.00
2013,08 August,98,ANG,364.00
2013,08 August,99,EQG,348.00
2013,08 August,100,SUR,344.00
2013,08 August,101,BOT,339.00
2013,08 August,102,ETH,338.00
2013,08 August,103,LBR,335.00
2013,08 August,104,IRQ,328.00
2013,08 August,105,NIG,323.00
2013,08 August,106,LTU,321.00
2013,08 August,107,KSA,316.00
2013,08 August,108,MOZ,314.00
2013,08 August,109,NIR,307.00
2013,08 August,110,PRK,306.00
2013,08 August,111,QAT,305.00
2013,08 August,112,KUW,304.00
2013,08 August,113,BEN,302.00
2013,08 August,114,TJK,301.00
2013,08 August,115,AZE,298.00
2013,08 August,116,ZIM,292.00
2013,08 August,117,BHR,286.00
2013,08 August,118,MWI,283.00
2013,08 August,119,LVA,280.00
2013,08 August,120,LIB,277.00
2013,08 August,121,ATG,272.00
2013,08 August,122,GRN,264.00
2013,08 August,123,CYP,256.00
2013,08 August,123,MDA,256.00
2013,08 August,125,TKM,254.00
2013,08 August,126,BDI,251.00
2013,08 August,127,GUY,250.00
2013,08 August,128,TAN,249.00
2013,08 August,129,KEN,243.00
2013,08 August,130,PUR,241.00
2013,08 August,131,NAM,240.00
2013,08 August,131,RWA,240.00
2013,08 August,133,VIN,238.00
2013,08 August,134,MLT,236.00
2013,08 August,135,SDN,228.00
2013,08 August,135,KGZ,228.00
2013,08 August,137,THA,223.00
2013,08 August,138,SKN,218.00
2013,08 August,139,AFG,214.00
2013,08 August,140,LUX,210.00
2013,08 August,141,PHI,208.00
2013,08 August,142,LCA,207.00
2013,08 August,143,BLZ,205.00
2013,08 August,144,HKG,180.00
2013,08 August,145,IND,177.00
2013,08 August,146,BRB,175.00
2013,08 August,147,SYR,174.00
2013,08 August,148,LIE,173.00
2013,08 August,149,KAZ,172.00
2013,08 August,150,PLE,168.00
2013,08 August,151,MTN,159.00
2013,08 August,152,SOL,152.00
2013,08 August,153,MDV,150.00
2013,08 August,154,TAH,147.00
2013,08 August,155,SGP,142.00
2013,08 August,156,VIE,139.00
2013,08 August,156,BER,139.00
2013,08 August,158,BAN,138.00
2013,08 August,158,NCA,138.00
2013,08 August,160,LES,135.00
2013,08 August,160,CHA,135.00
2013,08 August,162,MAS,133.00
2013,08 August,163,GAM,124.00
2013,08 August,163,DMA,124.00
2013,08 August,165,STP,120.00
2013,08 August,165,MYA,120.00
2013,08 August,167,ARU,114.00
2013,08 August,167,PAK,114.00
2013,08 August,169,IDN,99.00
2013,08 August,170,SRI,95.00
2013,08 August,170,NEP,95.00
2013,08 August,172,LAO,84.00
2013,08 August,173,YEM,83.00
2013,08 August,174,MRI,82.00
2013,08 August,175,FRO,81.00
2013,08 August,176,TPE,75.00
2013,08 August,177,GUM,71.00
2013,08 August,178,VAN,67.00
2013,08 August,179,MSR,66.00
2013,08 August,180,SWZ,62.00
2013,08 August,181,CUW,61.00
2013,08 August,182,GNB,58.00
2013,08 August,183,BRU,52.00
2013,08 August,183,TLS,52.00
2013,08 August,185,FIJ,50.00
2013,08 August,185,MAD,50.00
2013,08 August,187,MNG,49.00
2013,08 August,188,SAM,46.00
2013,08 August,189,TGA,43.00
2013,08 August,190,VIR,42.00
2013,08 August,191,BAH,40.00
2013,08 August,192,COM,33.00
2013,08 August,192,CAY,33.00
2013,08 August,194,ASA,30.00
2013,08 August,195,ERI,24.00
2013,08 August,195,SEY,24.00
2013,08 August,197,PNG,23.00
2013,08 August,198,VGB,21.00
2013,08 August,199,CAM,20.00
2013,08 August,200,SOM,14.00
2013,08 August,201,MAC,13.00
2013,08 August,202,DJI,11.00
2013,08 August,203,SSD,10.00
2013,08 August,204,COK,9.00
2013,08 August,205,AND,8.00
2013,08 August,206,AIA,2.00
2013,08 August,207,BHU,0.00
2013,08 August,207,SMR,0.00
2013,08 August,207,TCA,0.00
2013,04 July,1,ESP,1532.00
2013,04 July,2,GER,1273.00
2013,04 July,3,COL,1206.00
2013,04 July,4,ARG,1204.00
2013,04 July,5,NED,1180.00
2013,04 July,6,ITA,1142.00
2013,04 July,7,POR,1099.00
2013,04 July,8,CRO,1098.00
2013,04 July,9,BRA,1095.00
2013,04 July,10,BEL,1079.00
2013,04 July,11,GRE,1038.00
2013,04 July,12,URU,1016.00
2013,04 July,13,CIV,1009.00
2013,04 July,14,BIH,995.00
2013,04 July,15,ENG,994.00
2013,04 July,16,SUI,987.00
2013,04 July,17,RUS,979.00
2013,04 July,18,ECU,932.00
2013,04 July,19,PER,898.00
2013,04 July,20,MEX,880.00
2013,04 July,21,CHI,872.00
2013,04 July,22,USA,865.00
2013,04 July,23,FRA,838.00
2013,04 July,24,GHA,830.00
2013,04 July,25,NOR,801.00
2013,04 July,26,CZE,797.00
2013,04 July,27,DEN,788.00
2013,04 July,28,MLI,774.00
2013,04 July,28,MNE,774.00
2013,04 July,28,UKR,774.00
2013,04 July,31,SWE,765.00
2013,04 July,32,HUN,749.00
2013,04 July,33,ROU,732.00
2013,04 July,34,ALG,730.00
2013,04 July,35,NGA,723.00
2013,04 July,36,VEN,704.00
2013,04 July,37,JPN,689.00
2013,04 July,37,ALB,689.00
2013,04 July,39,CRC,688.00
2013,04 July,40,AUS,671.00
2013,04 July,41,SRB,661.00
2013,04 July,42,BFA,656.00
2013,04 July,43,KOR,642.00
2013,04 July,44,IRL,639.00
2013,04 July,45,SVN,634.00
2013,04 July,46,WAL,630.00
2013,04 July,47,TUN,627.00
2013,04 July,48,PAR,622.00
2013,04 July,49,CPV,620.00
2013,04 July,50,SCO,610.00
2013,04 July,51,PAN,601.00
2013,04 July,52,IRN,596.00
2013,04 July,52,BUL,596.00
2013,04 July,54,AUT,595.00
2013,04 July,55,NZL,582.00
2013,04 July,55,HON,582.00
2013,04 July,57,TUR,573.00
2013,04 July,58,UZB,563.00
2013,04 July,59,RSA,558.00
2013,04 July,60,ZAM,554.00
2013,04 July,61,GUI,545.00
2013,04 July,62,EGY,543.00
2013,04 July,63,SVK,542.00
2013,04 July,64,ISR,540.00
2013,04 July,65,FIN,537.00
2013,04 July,66,ARM,534.00
2013,04 July,67,EQG,532.00
2013,04 July,68,BOL,528.00
2013,04 July,69,HAI,522.00
2013,04 July,70,LBY,518.00
2013,04 July,71,CMR,517.00
2013,04 July,72,TOG,511.00
2013,04 July,73,ISL,499.00
2013,04 July,74,SEN,497.00
2013,04 July,75,POL,493.00
2013,04 July,76,JOR,489.00
2013,04 July,77,JAM,484.00
2013,04 July,78,BLR,482.00
2013,04 July,79,MAR,470.00
2013,04 July,80,UGA,466.00
2013,04 July,81,GAB,459.00
2013,04 July,82,CUB,458.00
2013,04 July,83,SLE,443.00
2013,04 July,84,COD,434.00
2013,04 July,85,UAE,432.00
2013,04 July,86,EST,423.00
2013,04 July,87,TRI,419.00
2013,04 July,88,CAN,413.00
2013,04 July,89,CTA,398.00
2013,04 July,90,CGO,396.00
2013,04 July,90,DOM,396.00
2013,04 July,92,MKD,395.00
2013,04 July,93,GUA,388.00
2013,04 July,94,SLV,382.00
2013,04 July,95,ETH,381.00
2013,04 July,96,ANG,380.00
2013,04 July,97,NCL,377.00
2013,04 July,98,GEO,369.00
2013,04 July,99,OMA,361.00
2013,04 July,100,CHN,339.00
2013,04 July,101,IRQ,335.00
2013,04 July,102,MOZ,326.00
2013,04 July,103,LBR,324.00
2013,04 July,104,LTU,321.00
2013,04 July,105,KSA,315.00
2013,04 July,106,TJK,314.00
2013,04 July,107,NIG,313.00
2013,04 July,108,MWI,312.00
2013,04 July,109,SUR,311.00
2013,04 July,110,KUW,309.00
2013,04 July,111,NIR,307.00
2013,04 July,112,PRK,306.00
2013,04 July,112,QAT,306.00
2013,04 July,114,ZIM,304.00
2013,04 July,115,BEN,302.00
2013,04 July,116,BOT,301.00
2013,04 July,117,AZE,298.00
2013,04 July,118,BHR,286.00
2013,04 July,119,LVA,280.00
2013,04 July,120,BDI,273.00
2013,04 July,121,TAN,271.00
2013,04 July,122,ATG,265.00
2013,04 July,123,KEN,264.00
2013,04 July,123,GRN,264.00
2013,04 July,125,CYP,256.00
2013,04 July,125,MDA,256.00
2013,04 July,127,NAM,252.00
2013,04 July,128,GUY,250.00
2013,04 July,129,LIB,246.00
2013,04 July,130,BLZ,242.00
2013,04 July,131,PUR,241.00
2013,04 July,132,VIN,238.00
2013,04 July,133,MLT,236.00
2013,04 July,134,RWA,233.00
2013,04 July,134,SDN,233.00
2013,04 July,136,TKM,232.00
2013,04 July,137,KGZ,227.00
2013,04 July,138,THA,223.00
2013,04 July,139,SKN,218.00
2013,04 July,140,AFG,214.00
2013,04 July,141,LUX,210.00
2013,04 July,141,LCA,210.00
2013,04 July,143,SYR,205.00
2013,04 July,144,PHI,203.00
2013,04 July,145,VIE,182.00
2013,04 July,146,IND,178.00
2013,04 July,147,BRB,175.00
2013,04 July,148,HKG,173.00
2013,04 July,148,LIE,173.00
2013,04 July,150,KAZ,172.00
2013,04 July,151,PLE,167.00
2013,04 July,152,BAN,166.00
2013,04 July,153,ARU,163.00
2013,04 July,154,MDV,147.00
2013,04 July,154,TAH,147.00
2013,04 July,156,SGP,146.00
2013,04 July,157,BER,139.00
2013,04 July,158,NCA,138.00
2013,04 July,159,MAS,136.00
2013,04 July,160,CHA,134.00
2013,04 July,161,LES,133.00
2013,04 July,162,SOL,132.00
2013,04 July,163,MYA,129.00
2013,04 July,164,GAM,126.00
2013,04 July,165,DMA,124.00
2013,04 July,166,STP,120.00
2013,04 July,167,PAK,114.00
2013,04 July,168,IDN,112.00
2013,04 July,169,NEP,106.00
2013,04 July,170,YEM,96.00
2013,04 July,171,SRI,95.00
2013,04 July,172,MTN,94.00
2013,04 July,173,LAO,87.00
2013,04 July,174,FRO,81.00
2013,04 July,175,TPE,77.00
2013,04 July,176,GUM,70.00
2013,04 July,177,MSR,66.00
2013,04 July,178,CUW,65.00
2013,04 July,179,SWZ,60.00
2013,04 July,180,GNB,58.00
2013,04 July,181,BAH,53.00
2013,04 July,182,MRI,52.00
2013,04 July,182,BRU,52.00
2013,04 July,182,TLS,52.00
2013,04 July,185,MAD,51.00
2013,04 July,186,MNG,49.00
2013,04 July,187,SAM,46.00
2013,04 July,187,VIR,46.00
2013,04 July,189,VAN,43.00
2013,04 July,189,TGA,43.00
2013,04 July,191,FIJ,41.00
2013,04 July,191,COM,41.00
2013,04 July,193,VGB,34.00
2013,04 July,194,CAY,33.00
2013,04 July,195,ASA,30.00
2013,04 July,196,ERI,24.00
2013,04 July,197,PNG,23.00
2013,04 July,198,CAM,20.00
2013,04 July,198,SSD,20.00
2013,04 July,200,SEY,19.00
2013,04 July,201,SOM,14.00
2013,04 July,202,MAC,12.00
2013,04 July,203,DJI,11.00
2013,04 July,204,COK,9.00
2013,04 July,205,AND,8.00
2013,04 July,206,AIA,3.00
2013,04 July,207,BHU,0.00
2013,04 July,207,SMR,0.00
2013,04 July,207,TCA,0.00
2013,06 June,1,ESP,1614.00
2013,06 June,2,GER,1416.00
2013,06 June,3,ARG,1287.00
2013,06 June,4,CRO,1222.00
2013,06 June,5,NED,1158.00
2013,06 June,6,POR,1137.00
2013,06 June,7,COL,1123.00
2013,06 June,8,ITA,1097.00
2013,06 June,9,ENG,1095.00
2013,06 June,10,ECU,1066.00
2013,06 June,11,RUS,1059.00
2013,06 June,12,BEL,1035.00
2013,06 June,13,CIV,1022.00
2013,06 June,14,SUI,1010.00
2013,06 June,15,BIH,1008.00
2013,06 June,16,GRE,1006.00
2013,06 June,17,MEX,928.00
2013,06 June,18,FRA,922.00
2013,06 June,19,URU,913.00
2013,06 June,20,DEN,890.00
2013,06 June,21,GHA,887.00
2013,06 June,22,BRA,872.00
2013,06 June,23,MLI,869.00
2013,06 June,24,CZE,853.00
2013,06 June,25,MNE,841.00
2013,06 June,25,CHI,841.00
2013,06 June,27,SWE,830.00
2013,06 June,28,USA,798.00
2013,06 June,29,NOR,794.00
2013,06 June,30,PER,791.00
2013,06 June,31,NGA,785.00
2013,06 June,32,JPN,765.00
2013,06 June,33,HUN,759.00
2013,06 June,34,ROU,750.00
2013,06 June,35,ALG,737.00
2013,06 June,36,SRB,723.00
2013,06 June,37,VEN,712.00
2013,06 June,38,ALB,690.00
2013,06 June,39,UKR,687.00
2013,06 June,40,KOR,666.00
2013,06 June,41,IRL,659.00
2013,06 June,42,TUN,652.00
2013,06 June,43,PAN,649.00
2013,06 June,44,PAR,640.00
2013,06 June,45,WAL,638.00
2013,06 June,46,BUL,628.00
2013,06 June,47,AUS,619.00
2013,06 June,48,CRC,617.00
2013,06 June,49,JAM,602.00
2013,06 June,49,ZAM,602.00
2013,06 June,51,BFA,594.00
2013,06 June,52,HON,582.00
2013,06 June,53,BOL,578.00
2013,06 June,54,TUR,573.00
2013,06 June,55,SVN,568.00
2013,06 June,56,SVK,565.00
2013,06 June,57,NZL,551.00
2013,06 June,58,UZB,550.00
2013,06 June,59,CTA,543.00
2013,06 June,60,RSA,542.00
2013,06 June,61,ISL,541.00
2013,06 June,62,ISR,540.00
2013,06 June,63,HAI,538.00
2013,06 June,64,EQG,523.00
2013,06 June,65,POL,517.00
2013,06 June,65,CMR,517.00
2013,06 June,67,BLR,506.00
2013,06 June,67,IRN,506.00
2013,06 June,69,LBY,498.00
2013,06 June,70,SLE,497.00
2013,06 June,71,EGY,491.00
2013,06 June,72,CPV,486.00
2013,06 June,73,TOG,483.00
2013,06 June,74,SCO,481.00
2013,06 June,75,JOR,472.00
2013,06 June,76,AUT,469.00
2013,06 June,77,MAR,463.00
2013,06 June,78,MKD,460.00
2013,06 June,79,COD,454.00
2013,06 June,80,CGO,452.00
2013,06 June,81,TRI,447.00
2013,06 June,82,GAB,444.00
2013,06 June,83,CAN,443.00
2013,06 June,84,FIN,442.00
2013,06 June,85,GUI,438.00
2013,06 June,86,SLV,429.00
2013,06 June,87,UAE,424.00
2013,06 June,88,GUA,410.00
2013,06 June,89,EST,408.00
2013,06 June,89,ARM,408.00
2013,06 June,91,ANG,406.00
2013,06 June,91,CUB,406.00
2013,06 June,93,UGA,401.00
2013,06 June,94,DOM,396.00
2013,06 June,95,CHN,393.00
2013,06 June,96,GEO,391.00
2013,06 June,97,NCL,371.00
2013,06 June,98,IRQ,370.00
2013,06 June,99,SEN,366.00
2013,06 June,100,LBR,356.00
2013,06 June,101,OMA,351.00
2013,06 June,102,ZIM,350.00
2013,06 June,103,MOZ,349.00
2013,06 June,104,QAT,338.00
2013,06 June,105,LTU,330.00
2013,06 June,106,ETH,328.00
2013,06 June,107,NIG,325.00
2013,06 June,108,KSA,323.00
2013,06 June,109,MWI,317.00
2013,06 June,109,TAN,317.00
2013,06 June,111,KUW,315.00
2013,06 June,112,TJK,312.00
2013,06 June,113,SUR,311.00
2013,06 June,114,PRK,309.00
2013,06 June,115,BEN,308.00
2013,06 June,116,NIR,304.00
2013,06 June,117,BHR,292.00
2013,06 June,118,AZE,291.00
2013,06 June,119,LVA,287.00
2013,06 June,120,NAM,281.00
2013,06 June,121,ATG,280.00
2013,06 June,122,CYP,269.00
2013,06 June,123,KEN,268.00
2013,06 June,124,GRN,266.00
2013,06 June,125,BDI,256.00
2013,06 June,126,GUY,249.00
2013,06 June,127,BOT,245.00
2013,06 June,128,PUR,241.00
2013,06 June,129,BLZ,239.00
2013,06 June,130,VIN,238.00
2013,06 June,131,LIB,233.00
2013,06 June,132,TKM,232.00
2013,06 June,133,VIE,231.00
2013,06 June,134,MDA,230.00
2013,06 June,135,RWA,224.00
2013,06 June,135,SDN,224.00
2013,06 June,137,SKN,218.00
2013,06 June,138,SYR,215.00
2013,06 June,138,TAH,215.00
2013,06 June,140,LCA,210.00
2013,06 June,140,AFG,210.00
2013,06 June,142,THA,209.00
2013,06 June,143,KGZ,206.00
2013,06 June,144,PHI,203.00
2013,06 June,145,LUX,186.00
2013,06 June,146,KAZ,180.00
2013,06 June,147,HKG,178.00
2013,06 June,147,IND,178.00
2013,06 June,149,BRB,175.00
2013,06 June,150,ARU,163.00
2013,06 June,151,PLE,162.00
2013,06 June,152,BAN,161.00
2013,06 June,153,LES,156.00
2013,06 June,154,CHA,152.00
2013,06 June,155,MYA,149.00
2013,06 June,156,MLT,148.00
2013,06 June,157,MDV,146.00
2013,06 June,158,LIE,145.00
2013,06 June,159,STP,144.00
2013,06 June,159,MAS,144.00
2013,06 June,161,BER,139.00
2013,06 June,162,NCA,138.00
2013,06 June,162,FRO,138.00
2013,06 June,162,GAM,138.00
2013,06 June,165,SGP,134.00
2013,06 June,166,SOL,130.00
2013,06 June,167,DMA,124.00
2013,06 June,168,LAO,118.00
2013,06 June,168,PAK,118.00
2013,06 June,170,IDN,116.00
2013,06 June,171,NEP,108.00
2013,06 June,172,SRI,99.00
2013,06 June,173,YEM,96.00
2013,06 June,174,MTN,94.00
2013,06 June,175,TPE,90.00
2013,06 June,176,BAH,66.00
2013,06 June,176,MSR,66.00
2013,06 June,178,GUM,65.00
2013,06 June,178,SWZ,65.00
2013,06 June,178,CUW,65.00
2013,06 June,181,GNB,62.00
2013,06 June,182,MNG,61.00
2013,06 June,182,FIJ,61.00
2013,06 June,184,MAD,55.00
2013,06 June,185,MRI,52.00
2013,06 June,185,BRU,52.00
2013,06 June,185,TLS,52.00
2013,06 June,188,SAM,46.00
2013,06 June,189,CAM,45.00
2013,06 June,190,TGA,44.00
2013,06 June,191,VAN,43.00
2013,06 June,192,COM,41.00
2013,06 June,193,VIR,39.00
2013,06 June,194,PNG,38.00
2013,06 June,195,VGB,34.00
2013,06 June,196,CAY,33.00
2013,06 June,197,ASA,30.00
2013,06 June,198,ERI,24.00
2013,06 June,199,SEY,22.00
2013,06 June,200,SSD,20.00
2013,06 June,201,COK,16.00
2013,06 June,202,SOM,14.00
2013,06 June,202,MAC,14.00
2013,06 June,204,DJI,11.00
2013,06 June,205,AND,8.00
2013,06 June,206,AIA,4.00
2013,06 June,207,BHU,0.00
2013,06 June,207,SMR,0.00
2013,06 June,207,TCA,0.00
2013,09 May,1,ESP,1538.00
2013,09 May,2,GER,1428.00
2013,09 May,3,ARG,1296.00
2013,09 May,4,CRO,1191.00
2013,09 May,5,POR,1163.00
2013,09 May,6,COL,1154.00
2013,09 May,7,ENG,1135.00
2013,09 May,8,ITA,1117.00
2013,09 May,9,NED,1093.00
2013,09 May,10,ECU,1058.00
2013,09 May,11,RUS,1052.00
2013,09 May,12,CIV,1008.00
2013,09 May,13,GRE,986.00
2013,09 May,14,SUI,967.00
2013,09 May,15,BEL,953.00
2013,09 May,16,MEX,945.00
2013,09 May,17,URU,932.00
2013,09 May,18,FRA,914.00
2013,09 May,19,BRA,902.00
2013,09 May,20,DEN,900.00
2013,09 May,21,BIH,896.00
2013,09 May,22,GHA,874.00
2013,09 May,23,CHI,847.00
2013,09 May,24,SWE,838.00
2013,09 May,25,CZE,829.00
2013,09 May,26,MLI,826.00
2013,09 May,27,MNE,789.00
2013,09 May,28,NGA,780.00
2013,09 May,29,USA,779.00
2013,09 May,30,JPN,773.00
2013,09 May,31,NOR,760.00
2013,09 May,32,PER,753.00
2013,09 May,33,HUN,749.00
2013,09 May,34,ROU,746.00
2013,09 May,35,ALG,735.00
2013,09 May,36,VEN,703.00
2013,09 May,37,UKR,675.00
2013,09 May,38,PAN,663.00
2013,09 May,39,IRL,662.00
2013,09 May,40,SRB,659.00
2013,09 May,41,TUN,647.00
2013,09 May,42,KOR,644.00
2013,09 May,43,ALB,640.00
2013,09 May,44,TUR,634.00
2013,09 May,44,PAR,634.00
2013,09 May,46,ZAM,628.00
2013,09 May,47,AUS,624.00
