year,date_label,rank,team,points
2016,05 May,165,DMA,149.00
2016,05 May,165,MLT,149.00
2016,05 May,167,MYA,147.00
2016,05 May,168,GAM,145.00
2016,05 May,169,BER,135.00
2016,05 May,170,ASA,128.00
2016,05 May,170,COK,128.00
2016,05 May,170,SAM,128.00
2016,05 May,173,LIE,120.00
2016,05 May,174,MAS,117.00
2016,05 May,175,TLS,110.00
2016,05 May,176,LAO,105.00
2016,05 May,177,YEM,102.00
2016,05 May,178,BAN,87.00
2016,05 May,179,SEY,83.00
2016,05 May,180,NEP,77.00
2016,05 May,181,VAN,72.00
2016,05 May,182,TPE,70.00
2016,05 May,183,CAM,68.00
2016,05 May,183,FIJ,68.00
2016,05 May,185,IDN,65.00
2016,05 May,186,BHU,64.00
2016,05 May,187,SRI,58.00
2016,05 May,188,MSR,57.00
2016,05 May,188,SUR,57.00
2016,05 May,190,PAK,54.00
2016,05 May,191,NCL,53.00
2016,05 May,192,SOL,46.00
2016,05 May,193,VIR,44.00
2016,05 May,194,MAC,42.00
2016,05 May,195,BRU,37.00
2016,05 May,196,TAH,35.00
2016,05 May,197,TCA,33.00
2016,05 May,198,PNG,30.00
2016,05 May,199,CAY,21.00
2016,05 May,200,SMR,20.00
2016,05 May,201,VGB,14.00
2016,05 May,202,AND,5.00
2016,05 May,203,MNG,4.00
2016,05 May,204,AIA,0.00
2016,05 May,204,BAH,0.00
2016,05 May,204,DJI,0.00
2016,05 May,204,ERI,0.00
2016,05 May,204,SOM,0.00
2016,05 May,204,TGA,0.00
2016,07 April,1,ARG,1532.00
2016,07 April,2,BEL,1352.00
2016,07 April,3,CHI,1348.00
2016,07 April,4,COL,1337.00
2016,07 April,5,GER,1309.00
2016,07 April,6,ESP,1277.00
2016,07 April,7,BRA,1251.00
2016,07 April,8,POR,1184.00
2016,07 April,9,URU,1158.00
2016,07 April,10,ENG,1069.00
2016,07 April,11,AUT,1067.00
2016,07 April,12,ECU,1019.00
2016,07 April,13,TUR,983.00
2016,07 April,14,SUI,974.00
2016,07 April,15,ITA,959.00
2016,07 April,16,MEX,934.00
2016,07 April,17,NED,931.00
2016,07 April,18,HUN,925.00
2016,07 April,19,ROU,922.00
2016,07 April,20,BIH,913.00
2016,07 April,21,FRA,907.00
2016,07 April,22,UKR,880.00
2016,07 April,23,CRO,856.00
2016,07 April,24,WAL,839.00
2016,07 April,25,CRC,826.00
2016,07 April,26,NIR,825.00
2016,07 April,27,POL,821.00
2016,07 April,27,RUS,821.00
2016,07 April,29,CZE,810.00
2016,07 April,29,USA,810.00
2016,07 April,31,IRL,792.00
2016,07 April,32,SVK,784.00
2016,07 April,33,ALG,771.00
2016,07 April,34,CIV,738.00
2016,07 April,35,ISL,724.00
2016,07 April,36,SWE,713.00
2016,07 April,37,GRE,695.00
2016,07 April,38,GHA,693.00
2016,07 April,39,PAR,690.00
2016,07 April,40,SCO,687.00
2016,07 April,41,DEN,686.00
2016,07 April,42,IRN,672.00
2016,07 April,43,SEN,651.00
2016,07 April,44,EGY,648.00
2016,07 April,45,ALB,632.00
2016,07 April,46,PER,625.00
2016,07 April,47,CPV,620.00
2016,07 April,47,TUN,620.00
2016,07 April,49,NOR,605.00
2016,07 April,50,AUS,601.00
2016,07 April,51,COD,596.00
2016,07 April,52,PAN,593.00
2016,07 April,53,TRI,592.00
2016,07 April,54,JAM,585.00
2016,07 April,55,SRB,581.00
2016,07 April,56,KOR,579.00
2016,07 April,57,JPN,577.00
2016,07 April,58,GUI,570.00
2016,07 April,59,CGO,562.00
2016,07 April,60,KSA,559.00
2016,07 April,61,SVN,558.00
2016,07 April,61,FIN,558.00
2016,07 April,63,CMR,556.00
2016,07 April,64,MAR,555.00
2016,07 April,65,MLI,551.00
2016,07 April,66,UZB,549.00
2016,07 April,67,NGA,534.00
2016,07 April,68,UAE,521.00
2016,07 April,69,BUL,508.00
2016,07 April,70,RSA,507.00
2016,07 April,71,HAI,502.00
2016,07 April,72,UGA,491.00
2016,07 April,73,BEN,489.00
2016,07 April,74,VEN,476.00
2016,07 April,75,BFA,469.00
2016,07 April,76,ISR,467.00
2016,07 April,77,BLR,465.00
2016,07 April,78,ZAM,460.00
2016,07 April,79,BOL,440.00
2016,07 April,80,CYP,426.00
2016,07 April,81,CHN,423.00
2016,07 April,82,JOR,418.00
2016,07 April,83,EQG,416.00
2016,07 April,83,QAT,416.00
2016,07 April,85,ATG,413.00
2016,07 April,86,HON,403.00
2016,07 April,87,RWA,401.00
2016,07 April,88,GAB,395.00
2016,07 April,89,GUA,387.00
2016,07 April,90,FRO,383.00
2016,07 April,91,BOT,379.00
2016,07 April,92,SKN,368.00
2016,07 April,93,EST,366.00
2016,07 April,94,MNE,365.00
2016,07 April,95,CAN,357.00
2016,07 April,96,CTA,355.00
2016,07 April,97,CHA,348.00
2016,07 April,98,SLV,347.00
2016,07 April,99,OMA,346.00
2016,07 April,100,KGZ,340.00
2016,07 April,101,MOZ,338.00
2016,07 April,102,GNB,336.00
2016,07 April,103,TOG,334.00
2016,07 April,103,MTN,334.00
2016,07 April,105,IRQ,333.00
2016,07 April,106,NCA,329.00
2016,07 April,107,MWI,326.00
2016,07 April,108,LVA,323.00
2016,07 April,109,LBR,322.00
2016,07 April,110,SYR,316.00
2016,07 April,110,ARM,316.00
2016,07 April,112,PRK,314.00
2016,07 April,112,LBY,314.00
2016,07 April,114,BLZ,307.00
2016,07 April,115,KEN,303.00
2016,07 April,116,KAZ,300.00
2016,07 April,116,PHI,300.00
2016,07 April,118,SLE,298.00
2016,07 April,119,THA,297.00
2016,07 April,120,NIG,296.00
2016,07 April,121,ANG,291.00
2016,07 April,122,BDI,290.00
2016,07 April,123,GEO,289.00
2016,07 April,123,ETH,289.00
2016,07 April,125,CUB,285.00
2016,07 April,126,KUW,284.00
2016,07 April,127,ZIM,281.00
2016,07 April,128,TKM,277.00
2016,07 April,129,SDN,276.00
2016,07 April,130,TAN,274.00
2016,07 April,131,PLE,273.00
2016,07 April,132,BHR,271.00
2016,07 April,133,GUY,270.00
2016,07 April,134,AZE,269.00
2016,07 April,134,SWZ,269.00
2016,07 April,136,NAM,267.00
2016,07 April,137,ARU,259.00
2016,07 April,138,MAD,257.00
2016,07 April,139,LTU,254.00
2016,07 April,140,LCA,238.00
2016,07 April,141,MKD,235.00
2016,07 April,142,HKG,234.00
2016,07 April,143,BRB,231.00
2016,07 April,144,VIE,228.00
2016,07 April,145,LUX,221.00
2016,07 April,146,VIN,220.00
2016,07 April,147,AFG,210.00
2016,07 April,148,SGP,202.00
2016,07 April,148,LES,202.00
2016,07 April,150,STP,197.00
2016,07 April,151,DOM,193.00
2016,07 April,152,CUW,191.00
2016,07 April,152,PUR,191.00
2016,07 April,154,MRI,188.00
2016,07 April,155,SSD,182.00
2016,07 April,156,MDA,181.00
2016,07 April,157,GRN,176.00
2016,07 April,157,LIB,176.00
2016,07 April,159,COM,166.00
2016,07 April,160,MDV,165.00
2016,07 April,161,NZL,163.00
2016,07 April,162,GUM,151.00
2016,07 April,162,IND,151.00
2016,07 April,164,MLT,149.00
2016,07 April,164,TJK,149.00
2016,07 April,166,MYA,147.00
2016,07 April,167,GAM,145.00
2016,07 April,168,DMA,137.00
2016,07 April,169,BER,135.00
2016,07 April,170,ASA,128.00
2016,07 April,170,COK,128.00
2016,07 April,170,SAM,128.00
2016,07 April,173,LIE,120.00
2016,07 April,174,MAS,119.00
2016,07 April,175,TLS,110.00
2016,07 April,176,YEM,98.00
2016,07 April,177,BAN,87.00
2016,07 April,178,SEY,83.00
2016,07 April,179,NEP,80.00
2016,07 April,180,VAN,72.00
2016,07 April,181,TPE,70.00
2016,07 April,182,CAM,68.00
2016,07 April,182,LAO,68.00
2016,07 April,182,FIJ,68.00
2016,07 April,185,IDN,65.00
2016,07 April,186,BHU,64.00
2016,07 April,187,SRI,58.00
2016,07 April,188,MSR,57.00
2016,07 April,188,SUR,57.00
2016,07 April,190,PAK,54.00
2016,07 April,191,NCL,53.00
2016,07 April,192,SOL,46.00
2016,07 April,193,VIR,44.00
2016,07 April,194,MAC,42.00
2016,07 April,195,BRU,37.00
2016,07 April,196,TAH,35.00
2016,07 April,197,TCA,33.00
2016,07 April,198,PNG,30.00
2016,07 April,199,CAY,21.00
2016,07 April,200,SMR,20.00
2016,07 April,201,VGB,14.00
2016,07 April,202,AND,5.00
2016,07 April,203,MNG,4.00
2016,07 April,204,AIA,0.00
2016,07 April,204,BAH,0.00
2016,07 April,204,DJI,0.00
2016,07 April,204,ERI,0.00
2016,07 April,204,SOM,0.00
2016,07 April,204,TGA,0.00
2016,03 March,1,BEL,1506.00
2016,03 March,2,ARG,1457.00
2016,03 March,3,ESP,1374.00
2016,03 March,4,GER,1355.00
2016,03 March,5,CHI,1307.00
2016,03 March,6,BRA,1254.00
2016,03 March,7,POR,1234.00
2016,03 March,8,COL,1215.00
2016,03 March,9,ENG,1112.00
2016,03 March,10,AUT,1095.00
2016,03 March,11,URU,1082.00
2016,03 March,12,SUI,1070.00
2016,03 March,13,ECU,1039.00
2016,03 March,14,ITA,999.00
2016,03 March,15,NED,997.00
2016,03 March,16,ROU,990.00
2016,03 March,17,WAL,984.00
2016,03 March,18,CRO,965.00
2016,03 March,19,HUN,951.00
2016,03 March,20,TUR,943.00
2016,03 March,21,BIH,917.00
2016,03 March,22,MEX,902.00
2016,03 March,23,RUS,892.00
2016,03 March,24,FRA,871.00
2016,03 March,25,CZE,861.00
2016,03 March,26,SVK,858.00
2016,03 March,27,UKR,845.00
2016,03 March,28,NIR,833.00
2016,03 March,29,IRL,809.00
2016,03 March,30,USA,792.00
2016,03 March,31,CPV,789.00
2016,03 March,31,POL,789.00
2016,03 March,33,CRC,784.00
2016,03 March,34,SWE,769.00
2016,03 March,35,ALB,754.00
2016,03 March,36,CIV,744.00
2016,03 March,37,ALG,743.00
2016,03 March,38,ISL,741.00
2016,03 March,39,GRE,718.00
2016,03 March,40,DEN,706.00
2016,03 March,41,GHA,656.00
2016,03 March,42,PER,646.00
2016,03 March,43,PAR,642.00
2016,03 March,44,IRN,627.00
2016,03 March,45,SCO,617.00
2016,03 March,46,FIN,615.00
2016,03 March,47,TUN,609.00
2016,03 March,48,SEN,603.00
2016,03 March,49,TRI,598.00
2016,03 March,50,SRB,596.00
2016,03 March,51,NOR,594.00
2016,03 March,52,JAM,593.00
2016,03 March,53,EGY,589.00
2016,03 March,54,SVN,577.00
2016,03 March,55,PAN,576.00
2016,03 March,56,JPN,575.00
2016,03 March,57,KOR,566.00
2016,03 March,58,COD,565.00
2016,03 March,59,CGO,564.00
2016,03 March,60,KSA,562.00
2016,03 March,61,CMR,551.00
2016,03 March,62,NGA,547.00
2016,03 March,63,GUI,540.00
2016,03 March,64,UAE,517.00
2016,03 March,64,BLR,517.00
2016,03 March,64,HAI,517.00
2016,03 March,67,UGA,506.00
2016,03 March,67,AUS,506.00
2016,03 March,67,ISR,506.00
2016,03 March,70,BUL,500.00
2016,03 March,70,RSA,500.00
2016,03 March,72,BOL,499.00
2016,03 March,73,MLI,490.00
2016,03 March,74,UZB,484.00
2016,03 March,75,VEN,480.00
2016,03 March,76,EQG,479.00
2016,03 March,77,BEN,464.00
2016,03 March,78,ZAM,457.00
2016,03 March,79,CYP,442.00
2016,03 March,80,QAT,441.00
2016,03 March,81,MAR,424.00
2016,03 March,82,JOR,414.00
2016,03 March,83,GAB,412.00
2016,03 March,84,MNE,409.00
2016,03 March,85,RWA,397.00
2016,03 March,86,BFA,392.00
2016,03 March,87,CAN,385.00
2016,03 March,88,EST,376.00
2016,03 March,89,HON,375.00
2016,03 March,90,ATG,373.00
2016,03 March,91,IRQ,371.00
2016,03 March,92,BOT,370.00
2016,03 March,93,FRO,357.00
2016,03 March,94,PRK,356.00
2016,03 March,95,GUA,354.00
2016,03 March,96,CHN,351.00
2016,03 March,97,OMA,342.00
2016,03 March,98,LVA,341.00
2016,03 March,99,SLV,340.00
2016,03 March,100,MOZ,337.00
2016,03 March,101,TOG,333.00
2016,03 March,101,LBR,333.00
2016,03 March,103,KEN,331.00
2016,03 March,104,MWI,329.00
2016,03 March,105,KGZ,324.00
2016,03 March,106,MTN,320.00
2016,03 March,107,LBY,319.00
2016,03 March,108,NIG,312.00
2016,03 March,109,ANG,306.00
2016,03 March,110,CTA,302.00
2016,03 March,110,NCA,302.00
2016,03 March,112,AZE,300.00
2016,03 March,113,TKM,298.00
2016,03 March,113,ARU,298.00
2016,03 March,115,SLE,297.00
2016,03 March,116,ARM,296.00
2016,03 March,117,PLE,290.00
2016,03 March,118,THA,288.00
2016,03 March,119,BLZ,286.00
2016,03 March,120,ETH,285.00
2016,03 March,121,SKN,284.00
2016,03 March,122,GEO,283.00
2016,03 March,123,SYR,279.00
2016,03 March,124,SWZ,277.00
2016,03 March,125,TAN,276.00
2016,03 March,125,KAZ,276.00
2016,03 March,127,CHA,275.00
2016,03 March,128,LTU,274.00
2016,03 March,129,BDI,273.00
2016,03 March,130,MAD,272.00
2016,03 March,131,ZIM,271.00
2016,03 March,132,BHR,269.00
2016,03 March,133,KUW,265.00
2016,03 March,133,NAM,265.00
2016,03 March,135,PHI,263.00
2016,03 March,135,SDN,263.00
2016,03 March,135,CUB,263.00
2016,03 March,138,MKD,257.00
2016,03 March,139,HKG,253.00
2016,03 March,140,SSD,246.00
2016,03 March,141,VIN,243.00
2016,03 March,142,LUX,233.00
2016,03 March,143,BRB,227.00
2016,03 March,144,LCA,216.00
2016,03 March,145,LIB,215.00
2016,03 March,146,VIE,210.00
2016,03 March,147,GNB,207.00
2016,03 March,148,SGP,198.00
2016,03 March,149,NZL,196.00
2016,03 March,150,TJK,193.00
2016,03 March,151,CUW,192.00
2016,03 March,151,AFG,192.00
2016,03 March,153,LES,186.00
2016,03 March,154,MYA,169.00
2016,03 March,154,GUM,169.00
2016,03 March,156,GUY,165.00
2016,03 March,156,MDA,165.00
2016,03 March,158,MDV,161.00
2016,03 March,159,DOM,150.00
2016,03 March,160,IND,142.00
2016,03 March,161,MLT,139.00
2016,03 March,161,GRN,139.00
2016,03 March,163,LIE,137.00
2016,03 March,164,GAM,135.00
2016,03 March,164,BER,135.00
2016,03 March,166,MAS,129.00
2016,03 March,167,ASA,128.00
2016,03 March,167,COK,128.00
2016,03 March,167,SAM,128.00
2016,03 March,170,PUR,127.00
2016,03 March,170,TLS,127.00
2016,03 March,172,MRI,120.00
2016,03 March,173,COM,119.00
2016,03 March,174,STP,117.00
2016,03 March,175,YEM,112.00
2016,03 March,176,DMA,109.00
2016,03 March,177,BAN,100.00
2016,03 March,178,LAO,88.00
2016,03 March,178,IDN,88.00
2016,03 March,178,VIR,88.00
2016,03 March,181,TPE,80.00
2016,03 March,181,NCL,80.00
2016,03 March,183,CAM,79.00
2016,03 March,184,BRU,74.00
2016,03 March,185,NEP,70.00
2016,03 March,186,FIJ,68.00
2016,03 March,187,MSR,67.00
2016,03 March,187,PAK,67.00
2016,03 March,189,SRI,62.00
2016,03 March,190,SUR,57.00
2016,03 March,191,SEY,56.00
2016,03 March,191,TAH,56.00
2016,03 March,193,BHU,49.00
2016,03 March,194,VAN,47.00
2016,03 March,195,MAC,44.00
2016,03 March,196,CAY,43.00
2016,03 March,197,TCA,33.00
2016,03 March,198,SMR,28.00
2016,03 March,199,VGB,27.00
2016,03 March,200,SOL,26.00
2016,03 March,201,AND,6.00
2016,03 March,202,MNG,4.00
2016,03 March,202,PNG,4.00
2016,03 March,204,AIA,0.00
2016,03 March,204,BAH,0.00
2016,03 March,204,DJI,0.00
2016,03 March,204,ERI,0.00
2016,03 March,204,SOM,0.00
2016,03 March,204,TGA,0.00
2016,04 February,1,BEL,1494.00
2016,04 February,2,ARG,1455.00
2016,04 February,3,ESP,1370.00
2016,04 February,4,GER,1347.00
2016,04 February,5,CHI,1293.00
2016,04 February,6,BRA,1251.00
2016,04 February,7,POR,1219.00
2016,04 February,8,COL,1211.00
2016,04 February,9,ENG,1106.00
2016,04 February,10,AUT,1091.00
2016,04 February,11,URU,1074.00
2016,04 February,12,SUI,1050.00
2016,04 February,13,ECU,1040.00
2016,04 February,14,NED,994.00
2016,04 February,15,ITA,991.00
2016,04 February,16,ROU,987.00
2016,04 February,17,WAL,974.00
2016,04 February,18,CRO,958.00
2016,04 February,19,HUN,945.00
2016,04 February,20,TUR,933.00
2016,04 February,21,BIH,905.00
2016,04 February,22,MEX,898.00
2016,04 February,23,RUS,895.00
2016,04 February,24,FRA,868.00
2016,04 February,25,SVK,860.00
2016,04 February,25,CZE,860.00
2016,04 February,27,UKR,842.00
2016,04 February,28,CIV,828.00
2016,04 February,29,NIR,825.00
2016,04 February,30,IRL,810.00
2016,04 February,31,CRC,799.00
2016,04 February,32,USA,793.00
2016,04 February,33,CPV,790.00
2016,04 February,34,POL,787.00
2016,04 February,35,SWE,771.00
2016,04 February,36,ALB,746.00
2016,04 February,36,ALG,746.00
2016,04 February,38,ISL,724.00
2016,04 February,39,GRE,706.00
2016,04 February,40,DEN,692.00
2016,04 February,41,GHA,691.00
2016,04 February,42,PAR,652.00
2016,04 February,43,PER,644.00
2016,04 February,44,IRN,626.00
2016,04 February,45,SEN,621.00
2016,04 February,46,SCO,609.00
2016,04 February,47,FIN,606.00
2016,04 February,48,TUN,603.00
2016,04 February,49,TRI,598.00
2016,04 February,50,NOR,597.00
2016,04 February,51,JAM,590.00
2016,04 February,51,SRB,590.00
2016,04 February,53,KOR,580.00
2016,04 February,54,CGO,579.00
2016,04 February,55,KSA,571.00
2016,04 February,55,EGY,571.00
2016,04 February,57,COD,570.00
2016,04 February,58,JPN,569.00
2016,04 February,59,SVN,565.00
2016,04 February,60,PAN,564.00
2016,04 February,61,GUI,559.00
2016,04 February,62,CMR,547.00
2016,04 February,63,NGA,543.00
2016,04 February,64,EQG,530.00
2016,04 February,65,HAI,520.00
2016,04 February,65,UAE,520.00
2016,04 February,67,BLR,514.00
2016,04 February,68,AUS,510.00
2016,04 February,68,MLI,510.00
2016,04 February,70,UGA,503.00
2016,04 February,71,UZB,502.00
2016,04 February,72,BOL,500.00
2016,04 February,73,ISR,498.00
2016,04 February,73,RSA,498.00
2016,04 February,75,BUL,494.00
2016,04 February,76,ZAM,482.00
2016,04 February,77,BEN,458.00
2016,04 February,78,QAT,444.00
2016,04 February,79,CYP,441.00
2016,04 February,80,MAR,425.00
2016,04 February,81,VEN,423.00
2016,04 February,82,JOR,418.00
2016,04 February,83,GAB,416.00
2016,04 February,84,MNE,403.00
2016,04 February,85,BFA,402.00
2016,04 February,85,RWA,402.00
2016,04 February,85,CAN,402.00
2016,04 February,88,EST,379.00
2016,04 February,89,IRQ,372.00
2016,04 February,90,ATG,371.00
2016,04 February,91,HON,370.00
2016,04 February,92,BOT,367.00
2016,04 February,93,CHN,365.00
2016,04 February,94,FRO,357.00
2016,04 February,95,PRK,350.00
2016,04 February,96,GUA,347.00
2016,04 February,97,OMA,345.00
2016,04 February,98,SLV,344.00
2016,04 February,99,KEN,339.00
2016,04 February,100,LVA,338.00
2016,04 February,101,LBR,337.00
2016,04 February,102,MOZ,334.00
2016,04 February,103,TOG,329.00
2016,04 February,104,MWI,327.00
2016,04 February,105,KGZ,324.00
2016,04 February,105,LBY,324.00
2016,04 February,107,MTN,320.00
2016,04 February,108,NCA,311.00
2016,04 February,109,NIG,308.00
2016,04 February,110,PLE,307.00
2016,04 February,111,ANG,306.00
2016,04 February,112,CTA,302.00
2016,04 February,113,CHA,301.00
2016,04 February,114,TKM,298.00
2016,04 February,114,ARU,298.00
2016,04 February,116,AZE,296.00
2016,04 February,117,SLE,290.00
2016,04 February,118,SKN,289.00
2016,04 February,119,BDI,288.00
2016,04 February,120,THA,286.00
2016,04 February,120,GEO,286.00
2016,04 February,120,BLZ,286.00
2016,04 February,123,ARM,285.00
2016,04 February,124,ETH,284.00
2016,04 February,125,SYR,278.00
2016,04 February,125,TAN,278.00
2016,04 February,127,SWZ,277.00
2016,04 February,128,LTU,274.00
2016,04 February,129,MAD,272.00
2016,04 February,130,BHR,269.00
2016,04 February,131,ZIM,266.00
2016,04 February,131,KAZ,266.00
2016,04 February,133,KUW,265.00
2016,04 February,134,NAM,264.00
2016,04 February,134,PHI,264.00
2016,04 February,136,SDN,261.00
2016,04 February,137,HKG,259.00
2016,04 February,138,MKD,257.00
2016,04 February,139,CUB,250.00
2016,04 February,140,LIB,246.00
2016,04 February,140,SSD,246.00
2016,04 February,142,LUX,237.00
2016,04 February,143,BRB,227.00
2016,04 February,144,VIN,221.00
2016,04 February,145,LCA,216.00
2016,04 February,146,VIE,209.00
2016,04 February,147,GNB,207.00
2016,04 February,148,SGP,196.00
2016,04 February,148,TJK,196.00
2016,04 February,150,CUW,192.00
2016,04 February,150,NZL,192.00
2016,04 February,152,LES,186.00
2016,04 February,153,MYA,185.00
2016,04 February,154,AFG,183.00
2016,04 February,155,MDA,170.00
2016,04 February,156,GUM,169.00
2016,04 February,157,MDV,162.00
2016,04 February,158,BER,154.00
2016,04 February,159,STP,152.00
2016,04 February,160,DOM,150.00
2016,04 February,161,MLT,143.00
2016,04 February,162,IND,139.00
2016,04 February,162,GUY,139.00
2016,04 February,162,GRN,139.00
2016,04 February,165,GAM,135.00
2016,04 February,165,LIE,135.00
2016,04 February,167,ASA,128.00
2016,04 February,167,COK,128.00
2016,04 February,167,SAM,128.00
2016,04 February,170,TLS,127.00
2016,04 February,171,MAS,126.00
2016,04 February,172,MRI,120.00
2016,04 February,172,PUR,120.00
2016,04 February,174,COM,119.00
2016,04 February,175,YEM,113.00
2016,04 February,176,DMA,107.00
2016,04 February,177,BAN,100.00
2016,04 February,178,VIR,88.00
2016,04 February,178,LAO,88.00
2016,04 February,180,IDN,86.00
2016,04 February,181,TPE,80.00
2016,04 February,181,NCL,80.00
2016,04 February,183,CAM,79.00
2016,04 February,184,BRU,74.00
2016,04 February,185,PAK,72.00
2016,04 February,186,FIJ,68.00
2016,04 February,187,MSR,67.00
2016,04 February,188,NEP,66.00
2016,04 February,189,SRI,58.00
2016,04 February,190,SUR,57.00
2016,04 February,191,SEY,56.00
2016,04 February,191,TAH,56.00
2016,04 February,193,BHU,49.00
2016,04 February,194,VAN,47.00
2016,04 February,195,MAC,44.00
2016,04 February,196,CAY,43.00
2016,04 February,197,TCA,33.00
2016,04 February,198,SMR,28.00
2016,04 February,199,VGB,27.00
2016,04 February,200,SOL,26.00
2016,04 February,201,MNG,6.00
2016,04 February,201,AND,6.00
2016,04 February,203,PNG,4.00
2016,04 February,204,AIA,0.00
2016,04 February,204,BAH,0.00
2016,04 February,204,DJI,0.00
2016,04 February,204,ERI,0.00
2016,04 February,204,SOM,0.00
2016,04 February,204,TGA,0.00
2016,07 January,1,BEL,1494.00
2016,07 January,2,ARG,1455.00
2016,07 January,3,ESP,1370.00
2016,07 January,4,GER,1347.00
2016,07 January,5,CHI,1269.00
2016,07 January,6,BRA,1251.00
2016,07 January,7,POR,1219.00
2016,07 January,8,COL,1211.00
2016,07 January,9,ENG,1106.00
2016,07 January,10,AUT,1091.00
2016,07 January,11,URU,1074.00
2016,07 January,12,SUI,1050.00
2016,07 January,13,ECU,1040.00
2016,07 January,14,NED,994.00
2016,07 January,15,ITA,991.00
2016,07 January,16,ROU,980.00
2016,07 January,17,WAL,974.00
2016,07 January,18,CRO,958.00
2016,07 January,19,CIV,950.00
2016,07 January,20,HUN,945.00
2016,07 January,21,TUR,933.00
2016,07 January,22,BIH,905.00
2016,07 January,23,MEX,898.00
2016,07 January,24,RUS,895.00
2016,07 January,25,FRA,868.00
2016,07 January,26,SVK,860.00
2016,07 January,26,CZE,860.00
2016,07 January,28,ALG,845.00
2016,07 January,29,UKR,842.00
2016,07 January,30,NIR,825.00
2016,07 January,31,IRL,810.00
2016,07 January,32,USA,784.00
2016,07 January,33,GHA,776.00
2016,07 January,34,SWE,771.00
2016,07 January,35,POL,769.00
2016,07 January,36,ISL,761.00
2016,07 January,37,CRC,759.00
2016,07 January,38,ALB,746.00
2016,07 January,39,CPV,745.00
2016,07 January,40,TUN,711.00
2016,07 January,41,GRE,706.00
2016,07 January,42,DEN,685.00
2016,07 January,43,IRN,672.00
2016,07 January,44,FIN,663.00
2016,07 January,45,SEN,661.00
2016,07 January,46,PAR,652.00
2016,07 January,47,PER,644.00
2016,07 January,48,CGO,638.00
2016,07 January,49,GUI,624.00
2016,07 January,50,TRI,623.00
2016,07 January,51,KOR,617.00
2016,07 January,52,SCO,609.00
2016,07 January,53,JPN,607.00
2016,07 January,54,NOR,591.00
2016,07 January,55,JAM,590.00
2016,07 January,55,SRB,590.00
2016,07 January,57,CMR,586.00
2016,07 January,58,EGY,585.00
2016,07 January,59,AUS,583.00
2016,07 January,60,COD,580.00
2016,07 January,61,SVN,565.00
2016,07 January,62,UGA,553.00
2016,07 January,63,MLI,552.00
2016,07 January,64,UAE,547.00
2016,07 January,65,PAN,544.00
2016,07 January,66,NGA,540.00
2016,07 January,67,ZAM,516.00
2016,07 January,68,BLR,514.00
2016,07 January,69,EQG,504.00
2016,07 January,70,BOL,500.00
2016,07 January,71,ISR,498.00
2016,07 January,72,BUL,494.00
2016,07 January,73,UZB,489.00
2016,07 January,74,RSA,486.00
2016,07 January,75,KSA,474.00
2016,07 January,76,MAR,469.00
2016,07 January,77,GAB,468.00
2016,07 January,78,BEN,458.00
2016,07 January,79,HAI,453.00
2016,07 January,80,CYP,441.00
2016,07 January,81,LBY,427.00
2016,07 January,82,CHN,413.00
2016,07 January,83,VEN,412.00
2016,07 January,84,QAT,404.00
2016,07 January,85,MNE,403.00
2016,07 January,86,JOR,398.00
2016,07 January,87,IRQ,395.00
2016,07 January,88,CAN,388.00
2016,07 January,89,BFA,385.00
2016,07 January,90,EST,379.00
2016,07 January,91,RWA,375.00
2016,07 January,92,ATG,371.00
2016,07 January,93,GUA,368.00
2016,07 January,93,TOG,368.00
2016,07 January,95,BOT,363.00
2016,07 January,96,FRO,357.00
2016,07 January,96,NCA,357.00
2016,07 January,98,HON,349.00
2016,07 January,99,SLV,344.00
2016,07 January,99,OMA,344.00
2016,07 January,101,KEN,339.00
2016,07 January,102,LVA,338.00
2016,07 January,103,NIG,337.00
2016,07 January,103,LBR,337.00
2016,07 January,105,ANG,333.00
2016,07 January,106,MWI,327.00
2016,07 January,107,KGZ,324.00
2016,07 January,108,ZIM,322.00
2016,07 January,109,MOZ,316.00
2016,07 January,110,BDI,307.00
2016,07 January,111,CTA,302.00
2016,07 January,111,MTN,302.00
2016,07 January,113,PRK,301.00
2016,07 January,113,CHA,301.00
2016,07 January,115,ARU,298.00
2016,07 January,116,AZE,296.00
2016,07 January,117,TKM,294.00
2016,07 January,118,ETH,291.00
2016,07 January,119,SKN,289.00
2016,07 January,120,GEO,286.00
2016,07 January,121,ARM,285.00
2016,07 January,121,BHR,285.00
2016,07 January,121,SLE,285.00
2016,07 January,121,THA,285.00
2016,07 January,125,SYR,278.00
2016,07 January,126,TAN,277.00
2016,07 January,127,LTU,274.00
2016,07 January,128,BLZ,273.00
2016,07 January,129,MAD,272.00
2016,07 January,130,SDN,271.00
2016,07 January,131,PLE,267.00
2016,07 January,132,KAZ,266.00
2016,07 January,133,SWZ,265.00
2016,07 January,133,NAM,265.00
2016,07 January,135,PHI,264.00
2016,07 January,136,CUB,259.00
2016,07 January,136,HKG,259.00
2016,07 January,138,MKD,257.00
2016,07 January,139,SSD,246.00
2016,07 January,140,LIB,245.00
2016,07 January,141,KUW,242.00
2016,07 January,142,LUX,237.00
2016,07 January,143,VIN,221.00
2016,07 January,144,LCA,216.00
2016,07 January,145,BRB,214.00
2016,07 January,146,VIE,209.00
2016,07 January,147,GNB,207.00
2016,07 January,148,SGP,196.00
2016,07 January,148,TJK,196.00
